CHROM,POS,A_Kalix_Baltic_Spring,B_Vaxholm_Baltic_Spring,DalBoB_Atlantic_Autumn,DalGeB_Atlantic_Autumn,DalInB_Atlantic_Spring,DalNsF_Atlantic_Autumn,DalNsS_Atlantic_Spring,G_Gamleby_Baltic_Spring,HGS10_Downs_EnglishChannel_Winter,HGS11_RingkobingFjord_NorthSea_Spring,HGS12_BornholmBasin_Baltic_Autumn,HGS15_NSSH_Atlantic_Spring,HGS16_Orkney_NorthSea_Autumn,HGS17_IsleOfMan_IrishSea_Autumn,HGS18_CelticSea_Atlantic_AutumnWinter,HGS19_TeelinBay_Atlantic_Winter,HGS1_Riga_Baltic_Spring,HGS20_CapeWrath_Atlantic_Spring,HGS21_Hebrides_Atlantic_Mixed,HGS22_CapeWrath_Atlantic_Autumn,HGS23_Clyde_Atlantic_Spring,HGS24_Landvik_Atlantic_Spring,HGS25_Lindas_Atlantic_Spring,HGS26_Lusterfjorden_Atlantic_Spring,HGS27_Gloppen_Atlantic_Spring,HGS2_Riga_Baltic_Spring,HGS3_Riga_Baltic_Autumn,HGS4_Riga_Baltic_Autumn,HGS5_Schlei_Baltic_Autumn,HGS6_Schlei_Baltic_Spring,HGS71_Rugen_Baltic_Spring,HGS72_Rugen_Baltic_Spring,HGS8_KattegatNorth_Atlantic_Spring,HGS9_Greenland_Atlantic_Spring,H_Fehmarn_Baltic_Autumn,J_Traslovslage_Baltic_Spring,LandvikS17_Norway_Baltic_Spring,N_NorthSea_Atlantic_Autumn,O_Hamburgsund_Atlantic_Spring,PB10_Skagerrak_Atlantic_Spring,PB11_Kalmar_Baltic_Spring,PB12_Karlskrona_Baltic_Spring,PB1_HastKar_Baltic_Spring,PB2_Iceland_Atlantic_Spring,PB4_Hudiksvall_Baltic_Spring,PB5_Galve_Baltic_Spring,PB6_Galve_Baltic_Summer,PB7_Galve_Baltic_Autumn,PB9_Kattegat_Atlantic_Spring,PN3_CentralBaltic_Baltic_Spring,Q_Norway_Atlantic_Atlantic_Spring,TysklandS18_Germany_Baltic
chr12,17824615,0.24,0.66,0.17,0.64,0.22,0.08,0.03,0.58,0.72,0.47,0.33,0.03,0.72,0.86,0.75,0.55,0.35,0.65,0.76,0.77,0.69,0.71,0.7,0.66,0.65,0.46,0.4,0.26,0.78,0.46,0.29,0.3,0.68,0.04,0.31,0.43,0.9,0.74,0.5,0.55,0.39,0.24,0.14,0.11,0.3,0.24,0.22,0.29,0.68,0.22,0.07,0.38
chr12,18043318,0.24,0.46,0.29,0.52,0.0,0.0,0.04,0.61,0.92,0.44,0.13,0.16,0.84,0.9,0.86,0.88,0.35,0.69,0.92,0.96,0.85,0.81,0.64,0.76,0.75,0.33,0.17,0.3,0.95,0.33,0.3,0.25,0.89,0.0,0.15,0.37,0.96,0.92,0.51,0.62,0.52,0.17,0.12,0.03,0.27,0.16,0.18,0.17,0.68,0.24,0.1,0.59
chr12,18907257,0.17,0.57,0.34,0.33,0.39,0.47,0.18,0.78,0.68,0.65,0.32,0.33,0.75,0.91,0.88,0.87,0.59,0.65,0.95,1.0,0.89,0.62,0.83,0.58,0.68,0.61,0.27,0.32,0.89,0.69,0.46,0.43,0.81,0.06,0.23,0.6,0.91,0.89,0.79,0.79,0.45,0.38,0.35,0.19,0.41,0.35,0.32,0.24,0.6,0.29,0.23,0.33
chr12,19044706,0.0,0.43,0.29,0.53,0.0,0.11,0.0,0.64,1.0,0.6,0.2,0.0,1.0,0.93,1.0,0.92,0.35,0.7,1.0,1.0,0.8,0.75,0.69,0.64,0.61,0.37,0.12,0.22,0.97,0.39,0.24,0.2,0.88,0.0,0.07,0.41,0.96,1.0,0.66,0.65,0.22,0.04,0.05,0.0,0.08,0.11,0.05,0.11,0.79,0.17,0.02,0.41
chr12,19192887,0.44,0.63,0.35,0.5,0.27,0.33,0.19,0.66,1.0,0.62,0.29,0.3,1.0,0.94,1.0,0.96,0.49,0.71,1.0,1.0,0.89,0.83,0.85,0.79,0.9,0.45,0.37,0.4,0.91,0.62,0.5,0.41,0.81,0.22,0.3,0.42,0.96,1.0,0.79,0.72,0.49,0.43,0.24,0.31,0.47,0.24,0.39,0.46,0.87,0.3,0.35,0.58
chr12,19213969,1.0,0.67,0.88,0.61,1.0,1.0,1.0,0.48,0.5,0.52,1.0,0.97,0.28,0.5,0.52,0.35,0.62,0.42,0.37,0.53,0.18,0.31,0.5,0.48,0.47,0.79,0.8,0.8,0.3,0.59,0.74,0.82,0.58,1.0,1.0,0.52,0.48,0.52,0.44,0.42,0.61,1.0,0.95,1.0,0.82,0.81,0.88,0.91,0.33,0.89,1.0,0.79
chr12,19252356,0.04,0.56,0.21,0.41,0.0,0.14,0.14,0.55,0.91,0.39,0.24,0.26,0.79,0.59,0.83,0.79,0.42,0.65,0.77,0.9,0.68,0.76,0.72,0.61,0.68,0.45,0.24,0.31,0.93,0.5,0.37,0.31,0.67,0.22,0.14,0.39,0.89,0.81,0.72,0.79,0.3,0.35,0.0,0.12,0.23,0.21,0.19,0.26,0.78,0.07,0.16,0.4
chr12,19288906,0.14,0.07,0.08,0.33,0.0,0.1,0.08,0.27,0.9,0.53,0.09,0.03,0.67,0.9,1.0,0.79,0.19,0.6,0.73,0.88,0.71,0.75,0.77,0.65,0.6,0.18,0.14,0.24,0.92,0.48,0.26,0.16,0.76,0.0,0.17,0.4,0.74,0.8,0.6,0.56,0.39,0.0,0.05,0.06,0.23,0.16,0.04,0.15,0.75,0.11,0.04,0.43
chr12,19438718,0.04,0.27,0.22,0.38,0.06,0.0,0.07,0.61,0.88,0.41,0.14,0.04,1.0,0.93,1.0,0.87,0.38,0.57,0.86,0.92,0.72,0.75,0.74,0.7,0.55,0.51,0.22,0.28,0.82,0.59,0.38,0.23,0.69,0.09,0.22,0.27,1.0,1.0,0.59,0.76,0.31,0.15,0.0,0.0,0.18,0.14,0.19,0.16,0.89,0.1,0.06,0.17
chr12,19450130,0.12,0.55,0.16,0.37,0.0,0.05,0.1,0.59,0.86,0.41,0.35,0.03,0.77,0.88,0.86,0.9,0.36,0.67,0.91,0.97,0.71,0.85,0.7,0.5,0.69,0.37,0.2,0.3,0.87,0.57,0.28,0.41,0.75,0.1,0.18,0.36,0.83,0.89,0.45,0.78,0.3,0.17,0.07,0.07,0.23,0.26,0.1,0.09,0.73,0.24,0.11,0.15
chr12,19532740,0.65,0.79,0.47,0.73,0.83,0.33,0.42,0.77,1.0,0.78,0.53,0.48,0.97,1.0,1.0,0.85,0.84,0.86,1.0,1.0,0.96,0.88,0.84,0.73,0.91,0.63,0.62,0.54,0.95,0.86,0.5,0.45,0.88,0.53,0.42,0.78,1.0,1.0,0.9,0.88,0.53,0.43,0.42,0.5,0.44,0.46,0.71,0.46,0.91,0.35,0.48,0.66
chr12,19547294,0.32,0.5,0.27,0.66,0.06,0.12,0.12,0.67,1.0,0.58,0.21,0.03,1.0,1.0,1.0,0.92,0.62,0.8,1.0,1.0,0.9,0.93,0.81,0.61,0.74,0.5,0.23,0.24,1.0,0.61,0.33,0.29,0.81,0.33,0.31,0.48,1.0,1.0,0.72,0.77,0.52,0.29,0.17,0.12,0.28,0.29,0.24,0.24,0.85,0.18,0.09,0.35
chr12,19664783,0.32,0.75,0.5,0.71,0.2,0.26,0.21,0.81,1.0,0.68,0.54,0.42,1.0,0.97,1.0,0.96,0.54,0.72,0.94,1.0,1.0,0.97,0.87,0.86,0.83,0.68,0.43,0.47,1.0,0.81,0.5,0.49,0.8,0.46,0.38,0.56,1.0,1.0,0.71,0.72,0.49,0.52,0.21,0.33,0.6,0.41,0.37,0.37,0.85,0.55,0.29,0.61
chr12,19675671,0.0,0.27,0.2,0.37,0.0,0.0,0.0,0.73,0.93,0.38,0.14,0.03,0.82,0.81,0.95,0.79,0.34,0.69,0.83,0.91,0.78,0.81,0.82,0.75,0.74,0.43,0.12,0.23,0.88,0.43,0.24,0.31,0.72,0.0,0.1,0.42,1.0,0.97,0.39,0.69,0.12,0.16,0.0,0.03,0.12,0.0,0.11,0.15,0.61,0.17,0.05,0.21
chr12,19805742,1.0,0.59,0.87,0.62,0.84,1.0,0.94,0.63,0.29,0.56,0.88,0.91,0.16,0.25,0.33,0.54,0.68,0.41,0.3,0.33,0.43,0.43,0.44,0.48,0.51,0.76,0.87,0.89,0.63,0.72,0.78,0.77,0.67,0.9,0.88,0.75,0.57,0.34,0.59,0.57,0.73,0.96,1.0,1.0,0.91,0.84,0.91,0.82,0.62,1.0,0.94,0.86
chr12,19991399,0.09,0.56,0.12,0.44,0.0,0.05,0.06,0.68,1.0,0.48,0.13,0.03,1.0,0.91,1.0,0.83,0.38,0.68,0.95,1.0,0.88,0.84,0.67,0.7,0.76,0.34,0.25,0.43,0.9,0.69,0.28,0.21,0.85,0.09,0.06,0.42,1.0,1.0,0.78,0.5,0.27,0.18,0.14,0.0,0.24,0.28,0.17,0.08,0.76,0.12,0.08,0.43
chr12,20029219,1.0,0.91,0.91,0.64,1.0,1.0,1.0,0.91,0.46,0.83,0.96,0.97,0.22,0.35,0.76,0.44,0.84,0.7,0.59,0.39,0.48,0.61,0.57,0.4,0.52,0.91,0.98,0.93,0.28,0.78,0.87,0.97,0.44,1.0,0.93,0.94,0.64,0.49,0.71,0.64,0.94,1.0,1.0,0.95,0.88,1.0,0.97,1.0,0.77,0.96,0.96,0.92
chr12,20297033,0.21,0.5,0.26,0.62,0.1,0.28,0.13,0.66,0.67,0.46,0.15,0.1,0.83,0.84,0.81,0.82,0.46,0.73,0.88,0.97,0.83,0.65,0.61,0.86,0.82,0.5,0.29,0.51,0.71,0.58,0.5,0.47,0.62,0.18,0.36,0.32,0.87,0.65,0.59,0.58,0.42,0.29,0.11,0.22,0.27,0.29,0.24,0.33,0.69,0.27,0.11,0.47
chr12,20358749,0.08,0.55,0.16,0.61,0.0,0.15,0.17,0.71,0.96,0.5,0.24,0.08,1.0,0.97,0.91,0.93,0.42,0.76,0.86,1.0,0.85,1.0,0.85,0.78,0.78,0.55,0.28,0.19,0.88,0.72,0.25,0.41,0.88,0.2,0.15,0.43,1.0,0.97,0.74,0.68,0.42,0.11,0.14,0.12,0.16,0.23,0.18,0.17,0.72,0.27,0.14,0.43
chr12,20438242,0.75,0.58,0.48,0.38,0.74,0.53,0.63,0.32,0.08,0.81,0.57,0.45,0.08,0.19,0.04,0.1,0.62,0.12,0.0,0.1,0.06,0.63,0.32,0.31,0.38,0.82,0.6,0.6,0.94,0.83,0.82,0.76,0.55,0.75,0.62,0.5,0.59,0.19,0.62,0.67,0.69,0.79,0.68,0.65,0.74,0.55,0.61,0.53,0.5,0.86,0.72,0.66
chr12,20732163,0.36,0.62,0.39,0.74,0.44,0.28,0.12,0.76,1.0,0.68,0.46,0.45,0.9,0.86,1.0,0.77,0.25,0.81,1.0,0.86,0.86,0.65,0.84,0.86,0.79,0.47,0.33,0.35,0.94,0.56,0.47,0.58,0.69,0.29,0.52,0.42,0.75,0.9,0.63,0.79,0.64,0.36,0.28,0.38,0.36,0.38,0.53,0.71,0.72,0.41,0.58,0.53
chr12,20764531,0.45,0.5,0.32,0.48,0.53,0.17,0.27,0.49,1.0,0.43,0.25,0.33,1.0,0.97,1.0,0.93,0.44,0.85,0.91,1.0,0.96,0.86,0.82,0.83,0.72,0.35,0.34,0.23,0.93,0.61,0.35,0.39,0.89,0.25,0.46,0.59,0.81,1.0,0.83,0.7,0.53,0.29,0.38,0.16,0.41,0.34,0.33,0.21,0.84,0.44,0.17,0.52
chr12,20775663,0.41,0.62,0.36,0.69,0.32,0.33,0.38,0.56,0.94,0.75,0.39,0.48,1.0,0.97,1.0,0.97,0.67,0.92,0.9,1.0,0.93,1.0,0.94,0.85,0.84,0.49,0.54,0.5,0.96,0.67,0.67,0.54,0.94,0.33,0.41,0.44,0.94,1.0,0.86,0.89,0.57,0.39,0.44,0.45,0.58,0.55,0.4,0.32,0.83,0.44,0.46,0.5
chr12,20883450,0.95,0.8,0.93,0.5,0.94,0.94,0.84,0.81,0.28,0.89,0.95,0.97,0.36,0.47,0.59,0.44,0.9,0.5,0.48,0.32,0.74,0.62,0.57,0.5,0.5,0.85,0.94,0.91,0.5,0.73,0.9,0.78,0.63,1.0,0.83,0.69,0.35,0.25,0.56,0.75,0.77,0.91,0.87,0.97,0.9,0.91,0.94,1.0,0.77,0.94,0.94,0.9
chr12,21022713,0.19,0.6,0.37,0.55,0.28,0.29,0.41,0.76,1.0,0.42,0.35,0.34,0.83,0.96,1.0,0.88,0.38,0.73,0.96,1.0,0.81,0.68,0.73,0.79,0.79,0.46,0.32,0.42,0.71,0.53,0.45,0.45,0.92,0.26,0.39,0.63,0.72,1.0,0.62,0.53,0.46,0.46,0.07,0.15,0.45,0.42,0.28,0.22,0.73,0.47,0.26,0.32
chr12,21093109,0.25,0.62,0.39,0.56,0.16,0.12,0.08,0.64,1.0,0.62,0.23,0.16,0.95,0.93,1.0,0.93,0.49,0.88,0.96,0.94,0.92,0.86,0.83,0.75,0.74,0.61,0.17,0.28,0.79,0.58,0.43,0.34,0.94,0.24,0.18,0.43,0.96,0.97,0.8,0.7,0.59,0.13,0.31,0.31,0.17,0.23,0.15,0.22,0.68,0.41,0.21,0.44
chr12,21266064,0.71,0.43,0.77,0.69,0.67,0.83,0.74,0.44,0.35,0.57,0.73,0.72,0.35,0.28,0.19,0.19,0.64,0.38,0.5,0.19,0.18,0.14,0.52,0.32,0.42,0.69,0.67,0.66,0.26,0.35,0.75,0.64,0.31,0.82,0.72,0.52,0.18,0.18,0.43,0.47,0.66,0.7,0.92,0.89,0.67,0.82,0.78,0.58,0.32,0.61,0.62,0.61
chr12,21351013,0.06,0.58,0.08,0.48,0.06,0.05,0.0,0.63,1.0,0.57,0.24,0.04,1.0,1.0,1.0,0.93,0.44,0.69,0.93,1.0,0.73,0.93,0.87,0.81,0.84,0.34,0.2,0.31,0.77,0.48,0.25,0.21,0.84,0.04,0.15,0.38,1.0,1.0,0.62,0.61,0.42,0.17,0.08,0.05,0.23,0.21,0.16,0.18,0.78,0.11,0.02,0.38
chr12,21373645,0.95,0.78,0.83,0.58,0.94,0.86,1.0,0.54,0.3,0.75,0.95,0.97,0.26,0.34,0.3,0.29,0.65,0.55,0.37,0.54,0.33,0.39,0.33,0.33,0.68,0.67,0.8,0.79,0.41,0.59,0.94,0.76,0.39,1.0,0.94,0.7,0.21,0.29,0.48,0.35,0.67,0.96,1.0,0.95,0.91,0.8,0.93,0.81,0.5,0.93,0.95,0.62
chr12,21573226,0.0,0.3,0.07,0.46,0.0,0.0,0.0,0.3,0.52,0.39,0.24,0.0,0.61,0.74,0.76,0.59,0.37,0.47,0.63,0.78,0.57,0.5,0.5,0.41,0.65,0.3,0.06,0.08,0.5,0.34,0.0,0.16,0.46,0.04,0.07,0.3,0.77,0.81,0.59,0.61,0.31,0.0,0.0,0.0,0.09,0.04,0.03,0.07,0.44,0.04,0.0,0.08
chr12,21656076,0.21,0.5,0.57,0.78,0.35,0.12,0.27,0.58,1.0,0.59,0.39,0.39,1.0,0.97,1.0,0.9,0.57,0.73,1.0,0.96,0.83,0.91,0.81,0.67,0.83,0.53,0.31,0.42,0.95,0.61,0.53,0.58,0.9,0.32,0.42,0.71,1.0,1.0,0.83,0.85,0.61,0.36,0.17,0.32,0.51,0.41,0.32,0.24,0.81,0.39,0.33,0.58
chr12,21696999,0.75,0.62,0.87,0.59,0.7,0.74,0.68,0.43,0.55,0.41,0.88,0.77,0.21,0.32,0.05,0.29,0.68,0.44,0.38,0.26,0.21,0.33,0.29,0.44,0.47,0.68,0.68,0.74,0.22,0.41,0.65,0.8,0.35,0.89,0.71,0.5,0.48,0.24,0.62,0.49,0.7,0.79,0.89,0.69,0.65,0.74,0.75,0.77,0.59,0.85,0.71,0.53
chr12,21811743,0.04,0.24,0.07,0.14,0.0,0.04,0.0,0.24,0.88,0.18,0.11,0.12,0.44,0.74,0.72,0.69,0.07,0.33,0.72,0.67,0.44,0.61,0.5,0.38,0.49,0.32,0.05,0.14,0.83,0.3,0.05,0.1,0.58,0.0,0.03,0.19,0.75,0.65,0.54,0.39,0.28,0.09,0.04,0.0,0.07,0.0,0.0,0.0,0.47,0.05,0.06,0.24
chr12,21844740,0.0,0.52,0.09,0.57,0.0,0.14,0.0,0.72,0.94,0.32,0.05,0.0,0.84,0.86,0.86,0.83,0.27,0.77,0.69,0.71,0.77,0.77,0.75,0.68,0.64,0.38,0.15,0.16,0.89,0.5,0.25,0.18,0.72,0.0,0.05,0.42,0.9,0.85,0.56,0.56,0.17,0.12,0.14,0.0,0.2,0.12,0.07,0.17,0.76,0.05,0.05,0.16
chr12,21958216,0.89,0.56,0.9,0.65,0.85,0.75,0.97,0.38,0.18,0.52,0.71,0.93,0.16,0.31,0.03,0.27,0.65,0.43,0.3,0.1,0.26,0.43,0.42,0.39,0.41,0.59,0.78,0.71,0.32,0.41,0.84,0.66,0.13,0.85,0.9,0.52,0.17,0.15,0.44,0.43,0.72,0.89,0.93,0.8,0.82,0.79,0.82,0.87,0.39,0.76,0.89,0.74
chr12,22045251,0.0,0.16,0.06,0.26,0.0,0.0,0.04,0.43,0.7,0.42,0.12,0.06,0.55,0.61,0.45,0.52,0.17,0.48,0.61,0.62,0.72,0.49,0.49,0.41,0.48,0.3,0.07,0.1,0.57,0.35,0.32,0.12,0.36,0.0,0.03,0.12,0.65,0.55,0.34,0.41,0.24,0.0,0.0,0.11,0.21,0.03,0.16,0.11,0.59,0.09,0.03,0.14
chr12,22113864,0.07,0.53,0.15,0.5,0.0,0.09,0.15,0.55,0.92,0.45,0.21,0.04,0.87,0.96,1.0,0.79,0.41,0.63,0.86,0.89,0.83,0.72,0.76,0.7,0.78,0.28,0.22,0.3,0.93,0.65,0.27,0.18,0.67,0.07,0.11,0.43,0.83,0.88,0.55,0.57,0.41,0.18,0.09,0.06,0.19,0.12,0.09,0.07,0.83,0.17,0.09,0.26
chr12,22307736,0.25,0.58,0.12,0.3,0.0,0.0,0.07,0.65,0.94,0.45,0.32,0.15,0.91,0.97,1.0,0.93,0.4,0.79,0.93,0.86,0.8,0.82,0.67,0.7,0.77,0.26,0.16,0.2,0.79,0.48,0.32,0.15,0.83,0.04,0.28,0.5,1.0,0.97,0.55,0.6,0.32,0.11,0.05,0.0,0.21,0.2,0.19,0.1,0.71,0.14,0.02,0.16
chr12,22474661,0.96,0.62,0.91,0.78,1.0,1.0,1.0,0.8,0.57,0.83,0.96,0.95,0.36,0.65,0.5,0.59,0.74,0.89,0.52,0.61,0.65,0.66,0.51,0.48,0.66,0.89,1.0,0.79,0.59,0.78,0.94,0.97,0.26,1.0,0.97,0.78,0.43,0.5,0.85,0.58,0.79,1.0,1.0,1.0,0.89,1.0,1.0,1.0,0.78,0.91,0.93,0.94
chr12,22645711,0.97,0.9,0.91,0.86,1.0,1.0,1.0,0.54,0.71,0.68,1.0,1.0,0.55,0.35,0.33,0.57,0.94,0.79,0.63,0.67,0.54,0.31,0.64,0.75,0.53,0.89,0.94,0.89,0.5,0.75,0.83,0.93,0.57,1.0,0.97,0.62,0.26,0.39,0.56,0.59,0.8,0.94,0.97,1.0,0.96,0.94,0.98,0.97,0.71,1.0,1.0,0.84
chr12,22723421,0.32,0.44,0.24,0.29,0.22,0.26,0.44,0.41,0.83,0.5,0.23,0.39,0.61,0.65,0.71,0.8,0.43,0.68,0.67,0.8,0.79,0.61,0.68,0.64,0.62,0.47,0.44,0.4,0.58,0.54,0.12,0.28,0.59,0.15,0.48,0.48,0.77,0.7,0.68,0.33,0.31,0.32,0.11,0.42,0.34,0.1,0.36,0.45,0.56,0.29,0.13,0.08
chr12,22801555,1.0,0.82,0.97,0.67,1.0,0.95,1.0,0.67,0.5,0.83,0.94,1.0,0.71,0.42,0.37,0.58,0.93,0.76,0.39,0.63,0.83,0.33,0.67,0.73,0.48,0.85,0.92,0.94,0.56,0.88,1.0,1.0,0.62,1.0,1.0,1.0,0.4,0.65,0.73,0.76,0.83,0.96,0.91,1.0,0.88,1.0,1.0,1.0,0.52,1.0,1.0,0.9
chr12,22816586,0.17,0.54,0.09,0.34,0.16,0.1,0.13,0.46,0.77,0.36,0.17,0.23,0.56,0.57,0.73,0.54,0.25,0.62,0.54,0.87,0.57,0.67,0.66,0.32,0.48,0.23,0.38,0.31,0.45,0.5,0.35,0.26,0.41,0.4,0.21,0.29,0.79,0.77,0.62,0.53,0.21,0.08,0.1,0.08,0.19,0.1,0.17,0.14,0.41,0.12,0.11,0.22
chr12,22838294,0.0,0.37,0.1,0.28,0.0,0.0,0.0,0.6,0.74,0.48,0.1,0.0,0.77,0.81,0.83,0.62,0.19,0.58,0.84,0.76,0.73,0.73,0.61,0.59,0.59,0.22,0.07,0.12,0.79,0.37,0.17,0.07,0.6,0.0,0.08,0.38,0.75,0.81,0.48,0.65,0.2,0.04,0.08,0.0,0.19,0.19,0.12,0.1,0.53,0.07,0.0,0.12
chr12,22867209,0.38,0.63,0.18,0.34,0.44,0.11,0.21,0.53,0.89,0.55,0.43,0.23,0.95,0.93,1.0,0.8,0.41,0.65,0.96,0.87,0.86,0.88,0.79,0.78,0.69,0.23,0.32,0.27,0.67,0.58,0.42,0.37,0.9,0.15,0.26,0.66,1.0,0.65,0.68,0.64,0.48,0.3,0.1,0.33,0.35,0.47,0.27,0.25,0.7,0.34,0.41,0.48
chr12,22881885,0.0,0.6,0.1,0.38,0.0,0.2,0.0,0.67,0.86,0.54,0.09,0.03,0.9,0.79,0.83,0.6,0.38,0.5,0.81,0.89,0.86,0.91,0.81,0.56,0.73,0.31,0.17,0.22,0.78,0.25,0.48,0.21,0.43,0.0,0.15,0.38,0.87,0.82,0.54,0.64,0.2,0.16,0.0,0.0,0.07,0.23,0.08,0.03,0.61,0.06,0.0,0.33
chr12,22893260,0.0,0.39,0.03,0.46,0.0,0.0,0.0,0.61,1.0,0.48,0.05,0.0,0.96,1.0,1.0,0.94,0.39,0.67,1.0,0.93,0.89,0.86,0.65,0.62,0.62,0.18,0.09,0.09,1.0,0.35,0.18,0.15,0.76,0.0,0.0,0.24,1.0,1.0,0.68,0.47,0.3,0.04,0.0,0.0,0.12,0.38,0.0,0.09,0.74,0.15,0.0,0.19
chr12,22964919,0.31,0.68,0.31,0.48,0.11,0.3,0.31,0.63,1.0,0.74,0.35,0.24,1.0,0.93,0.93,0.97,0.44,0.79,0.93,1.0,0.96,0.97,0.81,0.75,0.69,0.47,0.39,0.37,0.81,0.58,0.47,0.45,0.81,0.38,0.5,0.69,1.0,1.0,0.69,0.74,0.45,0.25,0.29,0.3,0.42,0.4,0.37,0.4,0.79,0.43,0.33,0.48
chr12,22990275,0.43,0.74,0.57,0.74,0.44,0.42,0.63,0.89,1.0,0.79,0.46,0.39,1.0,1.0,1.0,0.97,0.68,0.93,1.0,1.0,0.91,0.97,0.85,0.93,0.9,0.55,0.5,0.48,1.0,0.88,0.62,0.69,0.94,0.46,0.59,0.79,1.0,1.0,0.8,0.87,0.79,0.53,0.47,0.55,0.46,0.46,0.39,0.51,0.88,0.54,0.49,0.71
chr12,23024207,0.23,0.56,0.49,0.66,0.25,0.54,0.34,0.62,1.0,0.63,0.36,0.35,1.0,0.97,1.0,0.97,0.47,0.88,1.0,1.0,0.86,0.91,0.79,0.67,0.83,0.36,0.31,0.33,0.83,0.81,0.5,0.32,0.85,0.48,0.33,0.5,1.0,1.0,0.73,0.79,0.42,0.41,0.35,0.13,0.45,0.2,0.27,0.39,0.93,0.41,0.35,0.5
chr12,23090719,0.9,0.75,0.9,0.69,1.0,0.95,1.0,0.62,0.59,0.68,1.0,1.0,0.3,0.61,0.48,0.39,0.8,0.38,0.44,0.27,0.61,0.46,0.55,0.61,0.53,0.88,0.86,0.88,0.89,0.73,0.91,0.91,0.34,1.0,0.91,0.69,0.74,0.42,0.66,0.59,0.81,0.87,1.0,1.0,0.94,1.0,0.89,0.89,0.57,0.9,1.0,0.91
chr12,23118242,0.0,0.19,0.07,0.19,0.0,0.0,0.0,0.32,0.42,0.23,0.04,0.0,0.62,0.63,0.44,0.41,0.03,0.48,0.56,0.43,0.33,0.58,0.29,0.39,0.39,0.17,0.05,0.1,0.25,0.19,0.08,0.06,0.56,0.0,0.03,0.12,0.62,0.56,0.3,0.37,0.12,0.0,0.03,0.0,0.12,0.0,0.0,0.14,0.47,0.0,0.0,0.16
chr12,23465916,0.1,0.38,0.13,0.38,0.0,0.0,0.04,0.39,0.7,0.3,0.21,0.0,0.68,0.53,0.65,0.7,0.2,0.52,0.52,0.63,0.44,0.55,0.52,0.67,0.62,0.28,0.11,0.11,0.74,0.24,0.05,0.15,0.6,0.0,0.27,0.39,0.76,0.61,0.43,0.47,0.27,0.09,0.03,0.08,0.18,0.15,0.08,0.24,0.45,0.04,0.04,0.27
chr12,23483190,0.38,0.71,0.39,0.62,0.35,0.4,0.46,0.63,1.0,0.6,0.38,0.28,0.89,0.97,1.0,0.81,0.41,0.69,1.0,1.0,0.92,0.89,0.81,0.83,0.81,0.54,0.3,0.39,1.0,0.65,0.58,0.27,0.88,0.14,0.45,0.6,1.0,1.0,0.83,0.81,0.69,0.28,0.05,0.14,0.27,0.36,0.4,0.56,0.84,0.3,0.26,0.42
chr12,24050904,0.1,0.34,0.13,0.4,0.0,0.0,0.0,0.56,1.0,0.37,0.17,0.03,1.0,1.0,1.0,0.85,0.38,0.63,0.93,0.92,0.81,0.84,0.85,0.7,0.73,0.36,0.22,0.35,1.0,0.38,0.18,0.19,0.93,0.0,0.2,0.33,0.96,0.94,0.66,0.62,0.26,0.1,0.22,0.03,0.17,0.04,0.22,0.38,0.81,0.17,0.02,0.3
chr12,24119713,0.0,0.37,0.06,0.16,0.0,0.0,0.0,0.59,0.71,0.38,0.21,0.03,0.71,0.84,0.68,0.76,0.3,0.5,0.78,0.68,0.6,0.64,0.7,0.54,0.53,0.28,0.19,0.33,0.67,0.41,0.35,0.21,0.5,0.0,0.11,0.24,0.91,0.79,0.5,0.36,0.27,0.18,0.18,0.0,0.13,0.18,0.08,0.19,0.6,0.08,0.0,0.14
chr12,24305783,0.15,0.44,0.55,0.45,0.34,0.43,0.11,0.58,0.93,0.68,0.39,0.38,0.92,1.0,0.86,1.0,0.42,0.79,0.94,0.93,0.79,0.83,0.86,0.85,0.93,0.42,0.34,0.5,0.9,0.73,0.53,0.31,0.92,0.27,0.35,0.5,0.96,0.96,0.76,0.82,0.57,0.4,0.38,0.31,0.31,0.24,0.35,0.39,0.88,0.3,0.33,0.3
chr12,24348877,0.58,0.75,0.48,0.55,0.3,0.44,0.53,0.97,1.0,0.58,0.29,0.62,0.92,1.0,1.0,1.0,0.5,0.71,1.0,1.0,0.91,0.86,0.86,0.83,0.81,0.58,0.48,0.52,1.0,0.79,0.48,0.5,0.82,0.68,0.53,0.54,0.9,1.0,0.79,0.78,0.74,0.42,0.32,0.29,0.48,0.39,0.45,0.52,0.82,0.6,0.23,0.57
chr12,24487696,0.97,0.85,0.94,0.85,1.0,0.96,1.0,0.74,0.28,0.55,0.85,0.96,0.48,0.34,0.55,0.29,0.73,0.33,0.36,0.32,0.65,0.42,0.48,0.55,0.64,0.71,0.92,0.74,0.16,0.68,0.94,0.91,0.37,1.0,0.89,0.81,0.52,0.16,0.52,0.54,0.85,0.82,0.94,1.0,0.85,0.97,0.92,0.85,0.45,0.92,0.98,0.71
chr12,24511969,0.04,0.44,0.0,0.21,0.0,0.0,0.0,0.35,0.5,0.42,0.0,0.08,0.36,0.55,0.39,0.38,0.2,0.39,0.38,0.8,0.16,0.53,0.5,0.3,0.32,0.22,0.05,0.2,0.18,0.22,0.05,0.06,0.38,0.0,0.0,0.25,0.48,0.67,0.48,0.28,0.24,0.26,0.0,0.0,0.15,0.0,0.04,0.0,0.18,0.0,0.03,0.14
